"Repetition","Fold","auc.multiclass", "auc.background","auc.dos","auc.scan","auc.weighted","acc.overall","acc.background","acc.dos","acc.scan"
7,4,0.995,0.999,0.998,1,0.999,0.995024875621891,0.997443544951001,0.99789029535865,0.999581414817915
13,5,0.976,0.987,0.983,0.992,0.987,0.992948983824139,0.996597192683964,0.997050147492625,0.976644849499601
3,3,0.992,0.998,0.997,0.997,0.997,0.99378367177787,0.997020008514261,0.997051390058972,0.979790619765494
8,2,0.991,0.996,0.983,1,0.996,0.995024875621891,0.997442455242967,0.997679324894515,0.999790619765494
14,2,0.97,0.976,0.971,0.993,0.976,0.995854063018242,0.997867803837953,0.998310810810811,0.999581414817915
3,4,0.959,0.969,0.971,0.967,0.969,0.995024875621891,0.997443544951001,0.998310810810811,0.999163529903806
16,4,0.997,0.999,0.999,1,0.999,0.994610281923715,0.989866697667209,0.985274300233513,1
14,3,0.986,0.986,0.981,1,0.986,0.994605809128631,0.983159190234591,0.975159455928687,0.978957110924839
12,4,0.99,0.997,0.999,0.992,0.997,0.996680497925311,0.998292058070026,0.998730964467005,0.999581239530988
17,3,0.995,0.999,0.998,0.999,0.999,0.995022812111157,0.991462019983147,0.98652398509813,0.925716194382302
4,5,0.964,0.98,0.97,0.968,0.98,0.993366500829187,0.997443544951001,0.997051390058972,0.925506638714186
3,5,0.977,0.975,0.964,1,0.975,0.994195688225539,0.997655583972719,0.997051390058972,0.946428571428571
8,5,0.986,0.989,0.986,1,0.989,0.994610281923715,0.997655583972719,0.997680303669338,0.959581064097193
9,1,0.991,0.997,0.997,0.998,0.997,0.993366500829187,0.996597192683964,0.997051390058972,0.999581414817915
4,3,0.982,0.985,0.982,0.998,0.985,0.994610281923715,0.997231686541738,0.997679324894515,0.999581589958159
6,4,0.985,0.996,0.995,0.996,0.996,0.994195688225539,0.997443544951001,0.997260851243152,0.961328905796634
5,3,0.994,0.996,0.995,1,0.996,0.994610281923715,0.997443544951001,0.997470489038786,0.979790532048597
5,2,0.975,0.973,0.965,0.999,0.973,0.995855781185247,0.998080204778157,0.998521335023236,0.977633254502456
5,5,0.981,0.983,0.978,0.998,0.983,0.996268656716418,0.998080204778157,0.998732037193576,0.999372384937238
7,2,0.986,0.993,0.993,0.996,0.993,0.994610281923715,0.990833008591735,0.987439817707376,0.933945438331483
15,1,0.977,0.977,0.97,0.999,0.977,0.995022812111157,0.997655583972719,0.997679324894515,0.978957198715263
15,3,0.973,0.987,1,0.973,0.988,0.994610281923715,0.997443544951001,0.998100464330941,0.976435907189045
4,4,0.971,0.979,0.983,0.971,0.979,0.995022812111157,0.997654584221748,0.998099662162162,0.9776327288617
