"Repetition","Fold","auc.multiclass","auc.background","auc.botnet","auc.dos","auc.scan","auc.spam","auc.weighted","acc.overall","acc.background","acc.botnet","acc.dos","acc.scan","acc.spam"
5,1,0.974,0.914,0.98,0.96,1,0.912,0.916,0.835671342685371,0.842778230995191,0.97898528665652,0.98310760896331,0.932828537775534,0.840156940760389
5,2,0.959,0.885,0.998,0.952,0.998,0.888,0.89,0.81062124248497,0.81544992783713,0.97898528665652,0.955544286680189,0.963528902983999,0.815687585486613
5,3,0.968,0.891,0.976,0.98,0.982,0.889,0.893,0.815815815815816,0.822818994119494,0.966412601626016,0.94439811457578,0.905493188698285,0.822184549926871
5,4,0.965,0.892,0.999,0.991,0.987,0.889,0.895,0.816132264529058,0.82050443458399,0.999746063991874,0.936227087576375,0.921816206990186,0.817814582143537
5,5,0.981,0.891,0.993,0.999,0.999,0.893,0.896,0.814722083124687,0.815504542464339,0.932824944924589,0.985039405471817,0.916414013811689,0.81585398365314
6,1,0.967,0.896,1,0.972,0.937,0.898,0.9,0.829659318637275,0.829892089123515,0.965263047174938,0.999237029501526,0.960529888669072,0.829422989190997
6,2,0.973,0.886,0.99,0.984,1,0.888,0.891,0.820140280561122,0.822147974764254,0.999492127983748,0.963992076153077,0.998992443324937,0.822905124935565
6,3,0.966,0.893,0.958,0.974,0.999,0.894,0.896,0.814221331997997,0.818890528297745,0.956812806217266,0.962508162228833,0.94092394533571,0.81982610221155
6,4,0.978,0.905,0.978,0.987,1,0.904,0.908,0.826740110165248,0.829734597136526,0.980973867268284,0.998983739837398,0.944444444444444,0.827619966004184
6,5,0.982,0.894,0.998,0.991,1,0.893,0.898,0.807711567351027,0.814511838254855,0.949745805795628,0.967732188295165,0.970588235294118,0.812549955971009
7,1,0.967,0.901,0.995,0.981,0.991,0.901,0.904,0.821732598898347,0.829261359385987,0.978985801217038,0.981488295486403,0.927562855702039,0.829025630054532
7,2,0.974,0.891,0.985,0.981,0.994,0.891,0.894,0.812812812812813,0.817337435205866,0.980720446473871,0.967732706002035,0.966162380231972,0.814537375298581
7,3,0.956,0.895,0.966,0.975,0.989,0.894,0.897,0.81312625250501,0.820871394410083,0.975499677627337,0.953480684898301,0.963781173417904,0.820545486833818
7,4,0.97,0.891,1,0.962,0.999,0.889,0.894,0.810120240480962,0.817368823616152,0.911764705882353,0.977716894977169,0.963528902983999,0.814269335139466
7,5,0.975,0.885,0.999,0.959,1,0.884,0.888,0.804609218436874,0.804916750034246,0.999746063991874,0.938375090692972,0.9997476022211,0.802246344976632
8,1,0.983,0.901,0.999,0.971,1,0.897,0.903,0.824148296593186,0.828709650160554,0.965263047174938,0.999237029501526,0.941176470588235,0.825394620811287
8,2,0.955,0.897,0.977,0.973,0.981,0.893,0.898,0.817635270541082,0.83059347857318,0.930271900145504,0.917573668226217,0.998238550578762,0.82783385795434
8,3,0.963,0.886,0.999,0.978,0.974,0.888,0.891,0.812812812812813,0.817435451420907,0.966412601626016,0.959256514276798,0.998490945674044,0.815685794079638
8,4,0.965,0.887,0.979,0.973,0.983,0.888,0.891,0.809118236472946,0.813316663298983,0.958731608320649,0.950340638594763,0.963528902983999,0.812416698348606
8,5,0.972,0.888,0.987,0.982,1,0.889,0.892,0.808212318477717,0.809968631456084,0.978985801217038,0.963738786094757,0.874747091552858,0.811697819213655
9,1,0.963,0.89,0.998,0.978,0.966,0.89,0.894,0.818728092138207,0.82734404419568,0.980973867268284,0.91463311303169,0.999243951612903,0.826166414503163
9,2,0.961,0.903,0.999,0.963,0.952,0.902,0.905,0.828571428571429,0.837668006272657,0.947767215069983,0.97289766970618,0.932828282828283,0.833020024699103
9,3,0.95,0.885,0.949,0.989,0.966,0.885,0.889,0.799599198396794,0.809033257397284,0.956812035158891,0.93395715341049,0.960529888669072,0.807967891177983
9,4,0.967,0.887,0.985,0.996,0.999,0.885,0.89,0.805708562844266,0.81031989710184,0.921554853061702,0.910236432830901,0.960530397022332,0.808149151713307
9,5,0.957,0.893,0.995,0.961,0.979,0.892,0.896,0.813813813813814,0.822326757228116,0.980720446473871,0.979705733130391,0.844390621972486,0.821520790371898
10,1,0.972,0.894,0.999,0.979,0.997,0.894,0.898,0.823735603405108,0.828403618378238,0.91590408405355,0.965395695644806,0.936995204442201,0.828637476500678
10,2,0.968,0.892,0.991,0.964,0.966,0.891,0.895,0.818637274549098,0.823213956986646,0.94566637630662,0.962507259001161,0.940923817733258,0.82241240505443
10,3,0.979,0.893,0.994,0.981,1,0.894,0.897,0.811623246492986,0.813506644474386,0.980973609465229,0.998983223182511,0.9997476022211,0.813302578806642
10,4,0.972,0.895,1,0.996,0.974,0.897,0.9,0.828242363545318,0.831225114212666,0.981888921134731,0.982316556515845,0.898990918264379,0.831783624012659
10,5,0.971,0.902,0.972,0.973,1,0.905,0.906,0.815723585378067,0.819572180158989,0.998732894069944,0.966470317986414,0.88184789067142,0.819481688358443
11,1,0.971,0.901,0.959,0.97,1,0.9,0.903,0.820140280561122,0.823126062606261,0.941038656774697,0.998729674796748,0.9,0.821653272993432
11,2,0.957,0.9,0.993,0.984,0.973,0.9,0.904,0.812719078617927,0.823876527333974,0.930018222596019,0.963738786094757,0.953286642863682,0.823490885088836
11,3,0.975,0.887,1,0.973,1,0.889,0.892,0.820731096644967,0.823750866327046,0.932824944924589,0.936227735368957,0.966162125798856,0.825444015864714
11,4,0.983,0.899,1,0.984,1,0.894,0.901,0.816633266533066,0.820385387521538,0.9375,0.966724123779036,0.970588235294118,0.818531166177386
11,5,0.966,0.884,0.982,0.992,0.951,0.885,0.888,0.812218327491237,0.816422141985354,0.99949264332826,0.938375609455039,0.932576522031618,0.817267732853247
12,1,0.956,0.895,0.997,0.962,0.91,0.894,0.897,0.81312625250501,0.818951975874226,0.963777584204414,0.948474059003052,0.927562346835808,0.817431799029517
12,2,0.964,0.881,0.999,0.997,0.962,0.881,0.885,0.802203304957436,0.809795733062008,0.98000819576162,0.938121026970314,0.998741188318228,0.808239025331855
12,3,0.971,0.89,0.981,0.968,1,0.89,0.894,0.81203007518797,0.813803678394545,0.980007422744853,0.998475609756098,0.9997476022211,0.813898601398601
12,4,0.978,0.897,0.988,0.986,1,0.898,0.901,0.822822822822823,0.824512230634828,0.981635242929659,0.948475609756098,0.944444444444444,0.824774039831145
12,5,0.984,0.91,0.98,1,1,0.911,0.913,0.827741612418628,0.82961582020621,0.999239350912779,0.971428571428571,0.999747729566095,0.829280709928189
13,1,0.957,0.894,1,0.948,0.937,0.896,0.898,0.807114228456914,0.813133922386312,0.960523233112066,0.914632078670736,0.936994949494949,0.813617084810246
13,2,0.964,0.897,0.999,0.991,0.952,0.895,0.899,0.806112224448898,0.812735066546785,0.941038656774697,0.914632078670736,0.963781173417904,0.810361617012317
13,3,0.95,0.884,0.961,0.966,0.983,0.878,0.885,0.809118236472946,0.815712944950146,0.962201154938585,0.929000929123644,0.998740554156171,0.810836816440265
13,4,0.981,0.903,0.989,0.998,1,0.897,0.904,0.824824824824825,0.829236106387321,0.961948249619482,0.967732706002035,0.999495967741935,0.826173708920188
13,5,0.973,0.89,0.998,0.977,0.998,0.894,0.895,0.817225838758137,0.822241338901436,0.902462835953139,0.998477157360406,0.999495713565305,0.825453978992345
14,1,0.963,0.882,0.964,0.976,0.989,0.883,0.886,0.807114228456914,0.81123523617371,0.958731608320649,0.981487649667794,0.963528902983999,0.810115366532856
14,2,0.967,0.891,0.978,0.974,1,0.891,0.894,0.807307307307307,0.812807073630367,0.947767990052714,0.962255257432922,0.93699545913219,0.809866714228346
14,3,0.959,0.9,0.991,0.966,0.979,0.905,0.905,0.823735603405108,0.832910843373494,0.976741112726312,0.953482225452623,0.932576522031618,0.834775492413376
14,4,0.952,0.894,0.979,0.991,0.912,0.894,0.897,0.808713069604407,0.817918909874917,0.921366094147583,0.872709923664122,0.953034880527328,0.816547271758146
14,5,0.97,0.899,1,0.999,0.935,0.892,0.9,0.819047619047619,0.825881341813046,0.982758620689655,0.952106151299032,0.899242424242424,0.820212355212355
15,1,0.969,0.885,0.99,0.971,0.979,0.887,0.889,0.809714571857787,0.812175239001149,0.941039300628342,0.943934500538274,0.94092394533571,0.811677835017989
15,2,0.97,0.888,1,0.968,0.999,0.889,0.892,0.807307307307307,0.815921409214092,0.949491869918699,0.926287164612038,0.999495967741935,0.816066066066066
15,3,0.961,0.895,0.969,0.979,0.982,0.897,0.899,0.82064128256513,0.825904195875241,0.938477929984779,0.962507259001161,0.999495713565305,0.826976963787689
15,4,0.984,0.902,0.994,0.996,1,0.899,0.905,0.826653306613226,0.829791659663159,0.981888792102207,0.982316039335368,0.968497474747475,0.82768083832597
15,5,0.983,0.899,1,0.985,1,0.897,0.902,0.821643286573146,0.823660117056856,0.982758620689655,0.967986252545825,0.968497474747475,0.820903671205014
16,1,0.939,0.886,0.971,0.946,0.968,0.888,0.89,0.815222834251377,0.822474258605284,0.998228744939271,0.976632454806555,0.957073887489505,0.822408270142753
16,2,0.978,0.895,0.995,0.966,1,0.896,0.899,0.82314629258517,0.826695752517349,0.965263047174938,0.9521066700611,0.940923817733258,0.827119768443495
16,3,0.979,0.888,1,0.983,1,0.889,0.892,0.80561122244489,0.805928093645485,0.982758620689655,0.98310760896331,0.99949545913219,0.803880609965077
16,4,0.967,0.899,0.983,0.982,0.999,0.894,0.9,0.803705558337506,0.814087620622036,0.954748689485045,0.963738786094757,0.932576522031618,0.810710584818589
16,5,0.956,0.895,0.97,0.983,0.954,0.895,0.898,0.816224336504757,0.824400947857226,0.930018222596019,0.959255356515631,0.927814998919386,0.823448662789154
17,1,0.96,0.9,0.979,0.945,0.995,0.9,0.903,0.825237856785178,0.833139996140404,0.98000819576162,0.977718052738337,0.966162125798856,0.833976592373413
17,2,0.976,0.885,0.995,0.981,0.999,0.885,0.889,0.815037593984962,0.818896451356834,0.949745547073791,0.982315521628499,0.81503036437247,0.81907036265074
17,3,0.97,0.902,0.975,0.991,0.986,0.903,0.906,0.82815631262525,0.829364186418642,0.998732894069944,0.999237029501526,0.966161871108868,0.82873127904975
17,4,0.971,0.89,0.966,0.973,0.999,0.891,0.894,0.810120240480962,0.815342544617156,0.927555168408827,0.936227087576375,0.99949545913219,0.814974326824164
17,5,0.957,0.894,1,0.951,0.957,0.886,0.894,0.805402701350675,0.815330326453208,0.932571525308955,0.94414546640574,0.927563871896366,0.809030873460741
18,1,0.968,0.898,0.972,0.986,0.953,0.898,0.901,0.821052631578947,0.822690702657995,0.981888662938485,0.983865575649516,0.963780918727915,0.819735773458227
18,2,0.972,0.899,0.981,0.99,1,0.901,0.903,0.82064128256513,0.82476111315626,0.998227848101266,0.998223350253807,0.970588235294118,0.823773494265298
18,3,0.976,0.901,1,0.986,0.994,0.894,0.902,0.814629258517034,0.822735700497816,0.999492385786802,0.917573668226217,0.894483933658121,0.81737842617153
18,4,0.936,0.878,0.987,0.944,0.899,0.873,0.879,0.799699549323986,0.81002349137605,0.962201541643166,0.923387854859936,0.957073887489505,0.808792815371763
18,5,0.976,0.897,0.999,0.969,1,0.895,0.9,0.815907953976988,0.823069413091348,0.966412730658541,0.998225152129817,0.932577284946237,0.821605957498011
19,1,0.964,0.896,0.991,0.968,0.953,0.899,0.9,0.823823823823824,0.825875675344385,0.949491869918699,0.982317073170732,0.960530904863399,0.82538714672861
19,2,0.977,0.897,0.992,0.981,1,0.893,0.899,0.816132264529058,0.821679535372007,0.999746063991874,0.93395715341049,0.968497474747475,0.818278947995815
19,3,0.955,0.894,0.926,0.979,0.997,0.898,0.898,0.825150300601202,0.831132252613131,0.976740342449151,0.978738773916439,0.999243570347958,0.831302909943911
19,4,0.972,0.883,0.999,0.989,0.949,0.882,0.887,0.808212318477717,0.812289674386357,0.96526317633866,0.951852735368957,0.936995204442201,0.811933459672931
19,5,0.968,0.905,0.994,0.967,0.999,0.898,0.905,0.817635270541082,0.826601318235592,0.909443960511034,0.963992076153077,0.927814617269713,0.82104696452802
20,1,0.973,0.896,0.988,0.983,1,0.895,0.899,0.825237856785178,0.832027492508345,0.960523748194981,0.998223350253807,0.999243951612903,0.832026759519403
20,2,0.982,0.892,1,0.986,1,0.892,0.896,0.820551378446115,0.821327298163728,1,0.982315521628499,0.96875,0.819429920289509
20,3,0.976,0.899,0.984,0.982,1,0.898,0.902,0.823647294589178,0.825295403715798,0.980007809449434,0.96539504916921,0.9997476022211,0.825363122681735
20,4,0.962,0.896,1,0.99,0.941,0.895,0.899,0.822734101151728,0.831225114212666,0.949745805795628,0.946497406784413,0.883103287841191,0.824631841120682
20,5,0.95,0.878,0.946,0.991,0.947,0.881,0.883,0.797297297297297,0.801148189706122,0.977646909827761,0.998477929984779,0.999244332493703,0.804168635071175
