,Rep,Kfold,Num_Vars_,Precision_label_category_background,Recall_label_category_background,F1_score_label_category_background,Num_Obs_label_category_background,AUC_label_category_background,Accuracy_label_category_background,Precision_label_category_dos,Recall_label_category_dos,F1_score_label_category_dos,Num_Obs_label_category_dos,AUC_label_category_dos,Accuracy_label_category_dos,Precision_label_category_r2l,Recall_label_category_r2l,F1_score_label_category_r2l,Num_Obs_label_category_r2l,AUC_label_category_r2l,Accuracy_label_category_r2l,Precision_label_category_probe,Recall_label_category_probe,F1_score_label_category_probe,Num_Obs_label_category_probe,AUC_label_category_probe,Accuracy_label_category_probe,Precision_w,Recall_w,F1_score_w,Total_Obs,AUC_w,Accuracy_w,Hyper_time,Training_time,Testing_time,Total_time
0,5.0,1.0,50.0,1.0,1.0,1.0,3.0,1.0,1.0,0.9068499644465512,0.9973931178310741,0.9499689633767844,7672.0,0.5170789118567135,0.9050424128180962,0.6515151515151515,0.3412698412698413,0.4479166666666667,126.0,0.6692596515605366,0.98751178133836,0.6111111111111112,0.016034985422740525,0.03125,686.0,0.5075688897890427,0.9196512723845428,0.8791877057319516,0.9083303876517026,0.8682734637712608,8487.0,0.5187402363917304,0.9074811651284156,0.0,1.96297287940979,0.0018701553344726558,2.3978407382965092
0,8.0,3.0,37.0,1.0,1.0,1.0,3.0,1.0,1.0,0.9061205161595832,0.9976538060479666,0.9496867051305912,7672.0,0.5129200402788853,0.9044533459000944,0.6909090909090909,0.3015873015873016,0.4198895027624309,126.0,0.6497771475647582,0.9876295947219604,0.6666666666666666,0.01457725947521866,0.028530670470756057,686.0,0.5069681990788039,0.9197690857681432,0.8836036854912457,0.9078590785907859,0.8673824106342524,8487.0,0.5146429426394282,0.9069599377303448,0.0,1.5583393573760986,0.002048969268798828,1.9678843021392824
0,5.0,3.0,39.0,1.0,1.0,1.0,4.0,1.0,1.0,0.9060577378135352,0.998175182481752,0.9498883651699332,7672.0,0.511971026823698,0.9047955696948272,0.746268656716418,0.3968253968253968,0.5181347150259067,126.0,0.6973960736070531,0.9890420643336868,0.6,0.013138686131386863,0.025714285714285717,685.0,0.506184826275127,0.9196418051137032,0.8790273141571475,0.9097443148344528,0.8689104274055941,8487.0,0.5144868892499542,0.907289448251166,0.0,1.68902325630188,0.0015299320220947266,2.365591287612915
0,20.0,5.0,45.0,1.0,1.0,1.0,3.0,1.0,1.0,0.9065498045718346,0.9976538060479666,0.9499224325162892,7672.0,0.5141831683802486,0.9049021918453924,0.7096774193548387,0.35200000000000004,0.4705882352941176,125.0,0.6749235737351991,0.9883337261371672,0.5789473684210527,0.016058394160583942,0.03125,685.0,0.5075164423052629,0.9196323356115956,0.8772349705907945,0.9088980553918679,0.8687135747409234,8485.0,0.5161847351218942,0.9073540932821378,0.0,1.46099853515625,0.0020608901977539067,1.886963129043579
0,4.0,1.0,47.0,1.0,1.0,1.0,3.0,1.0,1.0,0.9068278805120912,0.9971324296141816,0.9498385895207352,7672.0,0.5163576258500355,0.9047955696948272,0.6607142857142857,0.2936507936507937,0.40659340659340665,126.0,0.6456891691014405,0.9872746553552492,0.6190476190476191,0.018950437317784258,0.036775106082036775,686.0,0.5089624638838633,0.9197596323789324,0.8799458190120691,0.9076234240603276,0.8679887063516114,8487.0,0.5178509238897826,0.9072632644144484,0.0,2.0169014930725098,0.01922130584716797,2.6114048957824707
0,9.0,2.0,46.0,1.0,1.0,1.0,3.0,1.0,1.0,0.9074096028452876,0.9976538060479666,0.9503942385298316,7672.0,0.5202729814553558,0.9058671065032988,0.7049180327868853,0.3412698412698413,0.4598930481283423,126.0,0.6695586230984462,0.988100848256362,0.6363636363636364,0.020408163265306117,0.03954802259887005,686.0,0.5096913925785644,0.9198868991517436,0.8825275833281074,0.9089195239778484,0.8695064293116372,8487.0,0.5218035814239176,0.9082544551421828,0.0,1.8339996337890625,0.02258920669555664,2.4040017127990723
0,10.0,5.0,32.0,1.0,1.0,1.0,3.0,1.0,1.0,0.9065498045718346,0.9976538060479666,0.9499224325162892,7672.0,0.5147778232693822,0.9049133969600566,0.7446808510638298,0.2777777777777778,0.4046242774566474,126.0,0.6381712713790215,0.987863791681395,0.6956521739130435,0.023323615160349854,0.04513399153737658,686.0,0.5112131471520247,0.9202309414398492,0.8871329420541424,0.9082125603864736,0.8687109083797747,8487.0,0.5164931376532045,0.9074166189533576,0.0,1.3269352912902832,0.0021703243255615234,1.6981956958770752
0,6.0,3.0,29.0,1.0,1.0,1.0,3.0,1.0,1.0,0.9064867424242424,0.998175182481752,0.9501240694789082,7672.0,0.5138296059828906,0.9052557152957812,0.7307692307692307,0.3015873015873016,0.42696629213483145,126.0,0.6499563302194882,0.9879802026867782,0.6666666666666666,0.0145985401459854,0.028571428571428567,685.0,0.5069787983385996,0.9198680179118548,0.8845521892083876,0.9084374263492812,0.8679850391730616,8486.0,0.5154696808355329,0.9076970239874368,0.0,1.846789121627808,0.001756906509399414,2.316235303878784
0,17.0,4.0,37.0,1.0,1.0,1.0,3.0,1.0,1.0,0.9062721893491124,0.998175182481752,0.9500062027043792,7672.0,0.5137934735938171,0.9050424128180962,0.7121212121212122,0.37301587301587297,0.4895833333333334,126.0,0.6853718446638801,0.9884542884071632,0.8,0.011661807580174929,0.02298850574712644,686.0,0.5057027315265653,0.9198868991517436,0.8948329809607241,0.9091551785083068,0.8682579476953606,8487.0,0.5158586609716788,0.9075142034049524,0.0,2.0495805740356445,0.003775358200073242,2.4509146213531494
0,5.0,2.0,26.0,1.0,1.0,1.0,3.0,1.0,1.0,0.9066792989104692,0.9979144942648592,0.9501116902457184,7672.0,0.5155216643103437,0.905266878755744,0.725,0.23199999999999998,0.3515151515151516,125.0,0.615342262616599,0.9873924826204784,0.6538461538461539,0.02478134110787172,0.04775280898876405,686.0,0.5118138214320284,0.92011311417462,0.8835973418312021,0.9079660617487628,0.8683660980993211,8486.0,0.5168635721091684,0.9077102463428491,0.0,1.2698302268981934,0.0018584728240966801,1.6140708923339844
0,2.0,2.0,51.0,1.0,1.0,1.0,3.0,1.0,1.0,0.9067646013505508,0.9976538060479666,0.9500403400980576,7672.0,0.5160048171344128,0.9051490514905148,0.6935483870967742,0.344,0.4598930481283422,125.0,0.6708639081559434,0.9880994462118534,0.6,0.01749271137026239,0.0339943342776204,686.0,0.5082336009101023,0.9196418051137032,0.8788583042597836,0.90879094979967,0.8687857923123717,8486.0,0.5178287998820454,0.9075760348950876,0.0,1.9152817726135252,0.020939111709594727,2.558331251144409
0,20.0,3.0,49.0,1.0,1.0,1.0,3.0,1.0,1.0,0.9069353882631892,0.9971324296141816,0.9498975600670516,7672.0,0.5175613128463064,0.9049245994344958,0.631578947368421,0.2857142857142857,0.3934426229508197,126.0,0.6416014623979225,0.9869227144203582,0.6,0.021865889212827987,0.04219409282700422,686.0,0.5102920832888032,0.9197690857681432,0.8780708431864743,0.9077412513255568,0.8682847883828853,8487.0,0.518985807182175,0.9073754426434976,0.0,1.8662571907043457,0.0018167495727539067,2.387081384658813
0,8.0,1.0,44.0,1.0,1.0,1.0,4.0,1.0,1.0,0.9073546856465006,0.9970020855057352,0.9500683144950938,7672.0,0.5187713130231378,0.9052557152957812,0.6949152542372882,0.32799999999999996,0.4456521739130435,125.0,0.6629235737351992,0.9879802026867782,0.631578947368421,0.017518248175182483,0.034090909090909095,685.0,0.5083104636594411,0.9198680179118548,0.8820081468308958,0.9080839028988924,0.8687229440575963,8486.0,0.5202771185290043,0.9076984404141764,0.0,1.9111368656158447,0.0149688720703125,2.4629621505737305
0,11.0,2.0,40.0,1.0,1.0,1.0,3.0,1.0,1.0,0.9063648216190592,0.9967413972888426,0.949407163697312,7672.0,0.513112713386436,0.9039594626443554,0.7166666666666667,0.344,0.4648648648648648,125.0,0.6709833751943547,0.9883337261371672,0.68,0.02478134110787172,0.047819971870604785,686.0,0.5118778500411153,0.9202215413622435,0.8853045303788302,0.9085552674994108,0.8694042385926375,8486.0,0.5155104718510767,0.9065508709108108,0.0,1.846210479736328,0.009117603302001951,2.5045950412750244
0,13.0,1.0,45.0,1.0,1.0,1.0,3.0,1.0,1.0,0.9078494240589003,0.99648070907195,0.9501025290498976,7672.0,0.5215818778774983,0.9053735564459108,0.7368421052631579,0.336,0.4615384615384616,125.0,0.6671029781126661,0.9884515672872968,0.6,0.030656934306569343,0.05833333333333333,685.0,0.5144311462969842,0.920103700212114,0.8805098461446998,0.9087802003535652,0.8709295514315208,8485.0,0.5233175456162268,0.9078200831596036,0.0,1.7203402519226074,0.010785818099975586,2.1891605854034424
0,19.0,2.0,28.0,1.0,1.0,1.0,3.0,1.0,1.0,0.9063683712121212,0.9980448383733056,0.95,7672.0,0.5143410466376331,0.9050424128180962,0.7234042553191491,0.2698412698412698,0.3930635838150289,126.0,0.6341433089220699,0.9876295947219604,0.65,0.018950437317784258,0.0368271954674221,686.0,0.5090266157365645,0.9198868991517436,0.8829630116778139,0.9080947331212442,0.8679379601333033,8487.0,0.5158617680126529,0.9075019598083536,0.0,1.8158349990844729,0.01995110511779785,2.5525331497192383
0,18.0,5.0,49.0,1.0,1.0,1.0,4.0,1.0,1.0,0.9057876671795478,0.9975234619395204,0.949444823522114,7672.0,0.5104181726875516,0.9039707788382232,0.6666666666666666,0.32,0.4324324324324325,125.0,0.6588041138483617,0.9876281371509368,0.6470588235294118,0.016058394160583942,0.031339031339031334,685.0,0.5076446802897254,0.9198774596441616,0.8814248892355021,0.9083195851991516,0.8677423964863243,8486.0,0.5126108108753715,0.9065323346979692,0.0,1.8905003070831297,0.006585359573364258,2.4816038608551025
0,19.0,1.0,44.0,1.0,1.0,1.0,4.0,1.0,1.0,0.9064645986265688,0.9979144942648592,0.9499937957562972,7672.0,0.5136992618744444,0.905020032995522,0.7428571428571429,0.41600000000000004,0.5333333333333333,125.0,0.7069235737351991,0.989276455338204,0.631578947368421,0.017518248175182483,0.034090909090909095,685.0,0.5083104636594411,0.9198680179118548,0.8819096302695671,0.9102050436012256,0.8699471294409913,8486.0,0.5163397185274987,0.9075044593835188,0.0,1.4418592453002932,0.008158445358276367,1.861391544342041
0,11.0,3.0,50.0,1.0,1.0,1.0,4.0,1.0,1.0,0.9066240075838371,0.9972627737226276,0.9497858605921421,7672.0,0.5157882496064119,0.9046889726672951,0.7118644067796609,0.3333333333333333,0.45405405405405397,126.0,0.6656501634377741,0.988100848256362,0.64,0.02335766423357664,0.04507042253521126,685.0,0.5111021308480456,0.9201225259189444,0.8822568989557481,0.9088016967126192,0.8694286759408912,8487.0,0.5178631237427198,0.9072179139199088,0.0,1.4342801570892334,0.004113674163818359,1.7898035049438477
