,Rep,Kfold,Num_Vars_,Precision_label_background,Recall_label_background,F1_score_label_background,Num_Obs_label_background,AUC_label_background,Accuracy_label_background,Precision_label_dos,Recall_label_dos,F1_score_label_dos,Num_Obs_label_dos,AUC_label_dos,Accuracy_label_dos,Precision_label_exploit,Recall_label_exploit,F1_score_label_exploit,Num_Obs_label_exploit,AUC_label_exploit,Accuracy_label_exploit,Precision_label_fuzzer,Recall_label_fuzzer,F1_score_label_fuzzer,Num_Obs_label_fuzzer,AUC_label_fuzzer,Accuracy_label_fuzzer,Precision_label_generic,Recall_label_generic,F1_score_label_generic,Num_Obs_label_generic,AUC_label_generic,Accuracy_label_generic,Precision_label_reconnaissance,Recall_label_reconnaissance,F1_score_label_reconnaissance,Num_Obs_label_reconnaissance,AUC_label_reconnaissance,Accuracy_label_reconnaissance,Precision_w,Recall_w,F1_score_w,Total_Obs,AUC_w,Accuracy_w,Hyper_time,Training_time,Testing_time,Total_time
0,17.0,2.0,67.0,1.0,1.0,1.0,2840.0,1.0,1.0,1.0,1.0,1.0,81.0,1.0,1.0,1.0,1.0,1.0,1344.0,1.0,1.0,1.0,1.0,1.0,571.0,1.0,1.0,1.0,1.0,1.0,3045.0,1.0,1.0,1.0,1.0,1.0,118.0,1.0,1.0,1.0,1.0,1.0,7999.0,1.0,1.0,1254.3886761665344,50.58615183830261,1.9703402519226076,1314.377994298935
0,3.0,1.0,65.0,1.0,1.0,1.0,2839.0,1.0,1.0,1.0,1.0,1.0,82.0,1.0,1.0,1.0,1.0,1.0,1344.0,1.0,1.0,1.0,1.0,1.0,572.0,1.0,1.0,1.0,1.0,1.0,3045.0,1.0,1.0,1.0,1.0,1.0,118.0,1.0,1.0,1.0,1.0,1.0,8000.0,1.0,1.0,1035.875348329544,37.079702377319336,1.700662612915039,1083.8442304134371
0,20.0,3.0,61.0,1.0,1.0,1.0,2839.0,1.0,1.0,1.0,1.0,1.0,81.0,1.0,1.0,1.0,1.0,1.0,1344.0,1.0,1.0,1.0,1.0,1.0,572.0,1.0,1.0,1.0,1.0,1.0,3045.0,1.0,1.0,1.0,1.0,1.0,118.0,1.0,1.0,1.0,1.0,1.0,7999.0,1.0,1.0,1409.433866739273,113.61051106452942,7.483925104141235,1557.8546330928802
0,9.0,2.0,73.0,1.0,1.0,1.0,2839.0,1.0,1.0,1.0,1.0,1.0,82.0,1.0,1.0,1.0,1.0,1.0,1344.0,1.0,1.0,1.0,1.0,1.0,572.0,1.0,1.0,1.0,1.0,1.0,3045.0,1.0,1.0,1.0,1.0,1.0,118.0,1.0,1.0,1.0,1.0,1.0,8000.0,1.0,1.0,1274.3879477977753,40.90809988975525,2.1268093585968018,1326.2656395435333
0,16.0,3.0,66.0,1.0,1.0,1.0,2839.0,1.0,1.0,1.0,1.0,1.0,82.0,1.0,1.0,1.0,1.0,1.0,1344.0,1.0,1.0,1.0,1.0,1.0,571.0,1.0,1.0,1.0,1.0,1.0,3045.0,1.0,1.0,1.0,1.0,1.0,118.0,1.0,1.0,1.0,1.0,1.0,7999.0,1.0,1.0,1241.053583860397,29.31690788269043,4.451934337615967,1288.9723653793335
0,3.0,5.0,62.0,1.0,1.0,1.0,2839.0,1.0,1.0,1.0,1.0,1.0,81.0,1.0,1.0,1.0,1.0,1.0,1344.0,1.0,1.0,1.0,1.0,1.0,571.0,1.0,1.0,1.0,1.0,1.0,3045.0,1.0,1.0,1.0,1.0,1.0,118.0,1.0,1.0,1.0,1.0,1.0,7998.0,1.0,1.0,981.2096335887908,35.24145722389221,2.9108490943908687,1029.8289334774015
0,12.0,4.0,67.0,1.0,1.0,1.0,2839.0,1.0,1.0,1.0,1.0,1.0,81.0,1.0,1.0,1.0,1.0,1.0,1344.0,1.0,1.0,1.0,1.0,1.0,572.0,1.0,1.0,1.0,1.0,1.0,3045.0,1.0,1.0,1.0,1.0,1.0,118.0,1.0,1.0,1.0,1.0,1.0,7999.0,1.0,1.0,1679.5107238292694,235.11636662483212,1.7349131107330322,1922.6973948478696
0,15.0,1.0,65.0,1.0,1.0,1.0,2839.0,1.0,1.0,1.0,1.0,1.0,82.0,1.0,1.0,1.0,1.0,1.0,1344.0,1.0,1.0,1.0,1.0,1.0,571.0,1.0,1.0,1.0,1.0,1.0,3045.0,1.0,1.0,1.0,1.0,1.0,118.0,1.0,1.0,1.0,1.0,1.0,7999.0,1.0,1.0,1257.2987561225889,43.167040586471565,3.6999144554138175,1321.1865501403806
0,4.0,5.0,66.0,1.0,1.0,1.0,2839.0,1.0,1.0,1.0,1.0,1.0,82.0,1.0,1.0,1.0,1.0,1.0,1344.0,1.0,1.0,1.0,1.0,1.0,571.0,1.0,1.0,1.0,1.0,1.0,3045.0,1.0,1.0,1.0,1.0,1.0,118.0,1.0,1.0,1.0,1.0,1.0,7999.0,1.0,1.0,981.198370695114,30.58405685424805,1.518472671508789,1018.3843474388124
0,5.0,5.0,67.0,1.0,1.0,1.0,2839.0,1.0,1.0,1.0,1.0,1.0,82.0,1.0,1.0,1.0,1.0,1.0,1344.0,1.0,1.0,1.0,1.0,1.0,571.0,1.0,1.0,1.0,1.0,1.0,3045.0,1.0,1.0,1.0,1.0,1.0,117.0,1.0,1.0,1.0,1.0,1.0,7998.0,1.0,1.0,944.7946479320526,34.10612678527832,3.491751909255981,996.2184488773346
0,13.0,5.0,62.0,1.0,1.0,1.0,2840.0,1.0,1.0,1.0,1.0,1.0,82.0,1.0,1.0,1.0,1.0,1.0,1344.0,1.0,1.0,1.0,1.0,1.0,572.0,1.0,1.0,1.0,1.0,1.0,3045.0,1.0,1.0,1.0,1.0,1.0,118.0,1.0,1.0,1.0,1.0,1.0,8001.0,1.0,1.0,1287.0456802845,51.84034419059754,2.1193895339965816,1351.6937494277956
0,1.0,1.0,69.0,1.0,1.0,1.0,2840.0,1.0,1.0,1.0,1.0,1.0,82.0,1.0,1.0,1.0,1.0,1.0,1344.0,1.0,1.0,1.0,1.0,1.0,571.0,1.0,1.0,1.0,1.0,1.0,3045.0,1.0,1.0,1.0,1.0,1.0,117.0,1.0,1.0,1.0,1.0,1.0,7999.0,1.0,1.0,1039.9845292568207,34.24268841743469,4.763857126235962,1092.285542488098
0,12.0,2.0,65.0,1.0,1.0,1.0,2840.0,1.0,1.0,1.0,1.0,1.0,82.0,1.0,1.0,1.0,1.0,1.0,1344.0,1.0,1.0,1.0,1.0,1.0,571.0,1.0,1.0,1.0,1.0,1.0,3045.0,1.0,1.0,1.0,1.0,1.0,118.0,1.0,1.0,1.0,1.0,1.0,8000.0,1.0,1.0,1375.47447514534,9.883108139038086,2.1289584636688232,1392.0874965190887
0,12.0,5.0,66.0,1.0,1.0,1.0,2839.0,1.0,1.0,1.0,1.0,1.0,82.0,1.0,1.0,1.0,1.0,1.0,1344.0,1.0,1.0,1.0,1.0,1.0,571.0,1.0,1.0,1.0,1.0,1.0,3045.0,1.0,1.0,1.0,1.0,1.0,118.0,1.0,1.0,1.0,1.0,1.0,7999.0,1.0,1.0,2362.915906429291,11.53515338897705,1.8191092014312744,2381.358512878418
0,15.0,4.0,64.0,1.0,1.0,1.0,2840.0,1.0,1.0,1.0,1.0,1.0,82.0,1.0,1.0,1.0,1.0,1.0,1344.0,1.0,1.0,1.0,1.0,1.0,571.0,1.0,1.0,1.0,1.0,1.0,3045.0,1.0,1.0,1.0,1.0,1.0,117.0,1.0,1.0,1.0,1.0,1.0,7999.0,1.0,1.0,1250.1624207496645,42.88911509513854,2.9804723262786865,1311.7992391586306
0,9.0,3.0,67.0,1.0,1.0,1.0,2839.0,1.0,1.0,1.0,1.0,1.0,81.0,1.0,1.0,1.0,1.0,1.0,1344.0,1.0,1.0,1.0,1.0,1.0,571.0,1.0,1.0,1.0,1.0,1.0,3045.0,1.0,1.0,1.0,1.0,1.0,117.0,1.0,1.0,1.0,1.0,1.0,7997.0,1.0,1.0,1260.6108675003052,48.65407085418701,2.0095832347869877,1321.5783050060272
0,11.0,3.0,70.0,1.0,1.0,1.0,2839.0,1.0,1.0,1.0,1.0,1.0,82.0,1.0,1.0,1.0,1.0,1.0,1344.0,1.0,1.0,1.0,1.0,1.0,572.0,1.0,1.0,1.0,1.0,1.0,3045.0,1.0,1.0,1.0,1.0,1.0,118.0,1.0,1.0,1.0,1.0,1.0,8000.0,1.0,1.0,2753.7831044197083,9.055497646331787,1.5175395011901855,2768.153197288513
0,14.0,5.0,61.0,1.0,1.0,1.0,2839.0,1.0,1.0,1.0,1.0,1.0,82.0,1.0,1.0,1.0,1.0,1.0,1344.0,1.0,1.0,1.0,1.0,1.0,571.0,1.0,1.0,1.0,1.0,1.0,3045.0,1.0,1.0,1.0,1.0,1.0,118.0,1.0,1.0,1.0,1.0,1.0,7999.0,1.0,1.0,1264.9070315361025,40.71947550773621,3.6538486480712886,1323.9815502166748
0,2.0,5.0,65.0,1.0,1.0,1.0,2839.0,1.0,1.0,1.0,1.0,1.0,82.0,1.0,1.0,1.0,1.0,1.0,1344.0,1.0,1.0,1.0,1.0,1.0,572.0,1.0,1.0,1.0,1.0,1.0,3045.0,1.0,1.0,1.0,1.0,1.0,117.0,1.0,1.0,1.0,1.0,1.0,7999.0,1.0,1.0,1039.23685669899,41.515852689743035,1.5571444034576416,1090.386548280716
0,6.0,4.0,69.0,1.0,1.0,1.0,2839.0,1.0,1.0,1.0,1.0,1.0,81.0,1.0,1.0,1.0,1.0,1.0,1344.0,1.0,1.0,1.0,1.0,1.0,571.0,1.0,1.0,1.0,1.0,1.0,3045.0,1.0,1.0,1.0,1.0,1.0,118.0,1.0,1.0,1.0,1.0,1.0,7998.0,1.0,1.0,948.3545904159546,32.859769344329834,2.346548557281494,992.0313801765442
0,6.0,1.0,63.0,1.0,1.0,1.0,2840.0,1.0,1.0,1.0,1.0,1.0,82.0,1.0,1.0,1.0,1.0,1.0,1344.0,1.0,1.0,1.0,1.0,1.0,571.0,1.0,1.0,1.0,1.0,1.0,3044.0,1.0,1.0,1.0,1.0,1.0,118.0,1.0,1.0,1.0,1.0,1.0,7999.0,1.0,1.0,955.501962184906,34.24221658706665,1.638796329498291,998.3929014205933
0,7.0,1.0,67.0,1.0,1.0,1.0,2839.0,1.0,1.0,1.0,1.0,1.0,82.0,1.0,1.0,1.0,1.0,1.0,1344.0,1.0,1.0,1.0,1.0,1.0,571.0,1.0,1.0,1.0,1.0,1.0,3045.0,1.0,1.0,1.0,1.0,1.0,117.0,1.0,1.0,1.0,1.0,1.0,7998.0,1.0,1.0,1269.4501585960388,45.0142035484314,4.428808927536012,1332.7004969120026
0,11.0,4.0,67.0,1.0,1.0,1.0,2839.0,1.0,1.0,1.0,1.0,1.0,81.0,1.0,1.0,1.0,1.0,1.0,1344.0,1.0,1.0,1.0,1.0,1.0,571.0,1.0,1.0,1.0,1.0,1.0,3045.0,1.0,1.0,1.0,1.0,1.0,117.0,1.0,1.0,1.0,1.0,1.0,7997.0,1.0,1.0,2400.4324917793274,236.5469267368317,2.4278688430786133,2643.4524688720708
0,10.0,4.0,64.0,1.0,1.0,1.0,2839.0,1.0,1.0,1.0,1.0,1.0,81.0,1.0,1.0,1.0,1.0,1.0,1344.0,1.0,1.0,1.0,1.0,1.0,571.0,1.0,1.0,1.0,1.0,1.0,3045.0,1.0,1.0,1.0,1.0,1.0,118.0,1.0,1.0,1.0,1.0,1.0,7998.0,1.0,1.0,2279.5574300289154,12.464744567871096,1.8731129169464111,2300.459097146988
0,19.0,2.0,68.0,1.0,1.0,1.0,2839.0,1.0,1.0,1.0,1.0,1.0,82.0,1.0,1.0,1.0,1.0,1.0,1344.0,1.0,1.0,1.0,1.0,1.0,571.0,1.0,1.0,1.0,1.0,1.0,3045.0,1.0,1.0,1.0,1.0,1.0,117.0,1.0,1.0,1.0,1.0,1.0,7998.0,1.0,1.0,1213.2877719402313,45.03797745704651,2.276404857635498,1274.230554819107
0,9.0,1.0,67.0,1.0,1.0,1.0,2840.0,1.0,1.0,1.0,1.0,1.0,81.0,1.0,1.0,1.0,1.0,1.0,1344.0,1.0,1.0,1.0,1.0,1.0,571.0,1.0,1.0,1.0,1.0,1.0,3045.0,1.0,1.0,1.0,1.0,1.0,118.0,1.0,1.0,1.0,1.0,1.0,7999.0,1.0,1.0,1280.4370453357694,36.82285928726196,1.7108173370361328,1327.2681739330292
0,10.0,2.0,68.0,1.0,1.0,1.0,2839.0,1.0,1.0,1.0,1.0,1.0,82.0,1.0,1.0,1.0,1.0,1.0,1344.0,1.0,1.0,1.0,1.0,1.0,572.0,1.0,1.0,1.0,1.0,1.0,3045.0,1.0,1.0,1.0,1.0,1.0,117.0,1.0,1.0,1.0,1.0,1.0,7999.0,1.0,1.0,2372.264344215393,202.26588582992557,2.5278685092926025,2581.574183225632
0,7.0,3.0,68.0,1.0,1.0,1.0,2839.0,1.0,1.0,1.0,1.0,1.0,81.0,1.0,1.0,1.0,1.0,1.0,1344.0,1.0,1.0,1.0,1.0,1.0,571.0,1.0,1.0,1.0,1.0,1.0,3045.0,1.0,1.0,1.0,1.0,1.0,118.0,1.0,1.0,1.0,1.0,1.0,7998.0,1.0,1.0,1282.2467677593233,35.2752206325531,3.8619201183319087,1336.5514357089994
0,20.0,5.0,67.0,1.0,1.0,1.0,2840.0,1.0,1.0,1.0,1.0,1.0,81.0,1.0,1.0,1.0,1.0,1.0,1344.0,1.0,1.0,1.0,1.0,1.0,571.0,1.0,1.0,1.0,1.0,1.0,3044.0,1.0,1.0,1.0,1.0,1.0,118.0,1.0,1.0,1.0,1.0,1.0,7998.0,1.0,1.0,1403.9568927288055,117.66658973693848,6.4397687911987305,1557.6322088241575
0,13.0,1.0,70.0,1.0,1.0,1.0,2839.0,1.0,1.0,1.0,1.0,1.0,82.0,1.0,1.0,1.0,1.0,1.0,1344.0,1.0,1.0,1.0,1.0,1.0,571.0,1.0,1.0,1.0,1.0,1.0,3044.0,1.0,1.0,1.0,1.0,1.0,117.0,1.0,1.0,1.0,1.0,1.0,7997.0,1.0,1.0,1579.5682084560394,305.4235625267029,2.1009883880615234,1894.5058460235598
0,19.0,3.0,69.0,1.0,1.0,1.0,2839.0,1.0,1.0,1.0,1.0,1.0,81.0,1.0,1.0,1.0,1.0,1.0,1344.0,1.0,1.0,1.0,1.0,1.0,571.0,1.0,1.0,1.0,1.0,1.0,3045.0,1.0,1.0,1.0,1.0,1.0,118.0,1.0,1.0,1.0,1.0,1.0,7998.0,1.0,1.0,1207.5910139083862,49.32985329627991,1.9920775890350344,1271.039377450943
0,8.0,5.0,65.0,1.0,1.0,1.0,2840.0,1.0,1.0,1.0,1.0,1.0,81.0,1.0,1.0,1.0,1.0,1.0,1344.0,1.0,1.0,1.0,1.0,1.0,571.0,1.0,1.0,1.0,1.0,1.0,3045.0,1.0,1.0,1.0,1.0,1.0,118.0,1.0,1.0,1.0,1.0,1.0,7999.0,1.0,1.0,1276.0375785827634,40.687370777130134,2.08362078666687,1329.609991312027
0,18.0,1.0,64.0,1.0,1.0,1.0,2839.0,1.0,1.0,1.0,1.0,1.0,82.0,1.0,1.0,1.0,1.0,1.0,1344.0,1.0,1.0,1.0,1.0,1.0,571.0,1.0,1.0,1.0,1.0,1.0,3045.0,1.0,1.0,1.0,1.0,1.0,118.0,1.0,1.0,1.0,1.0,1.0,7999.0,1.0,1.0,1217.761500120163,37.55545330047608,3.6808736324310303,1277.1366684436798
0,2.0,2.0,69.0,1.0,1.0,1.0,2839.0,1.0,1.0,1.0,1.0,1.0,81.0,1.0,1.0,1.0,1.0,1.0,1344.0,1.0,1.0,1.0,1.0,1.0,571.0,1.0,1.0,1.0,1.0,1.0,3045.0,1.0,1.0,1.0,1.0,1.0,118.0,1.0,1.0,1.0,1.0,1.0,7998.0,1.0,1.0,1045.3820180892944,44.07856321334839,1.9477453231811523,1100.6654210090635
0,17.0,3.0,68.0,1.0,1.0,1.0,2839.0,1.0,1.0,1.0,1.0,1.0,81.0,1.0,1.0,1.0,1.0,1.0,1344.0,1.0,1.0,1.0,1.0,1.0,571.0,1.0,1.0,1.0,1.0,1.0,3045.0,1.0,1.0,1.0,1.0,1.0,117.0,1.0,1.0,1.0,1.0,1.0,7997.0,1.0,1.0,1243.7762854099276,52.10465598106384,2.558762788772583,1310.0197241306305
0,6.0,2.0,69.0,1.0,1.0,1.0,2839.0,1.0,1.0,1.0,1.0,1.0,82.0,1.0,1.0,1.0,1.0,1.0,1344.0,1.0,1.0,1.0,1.0,1.0,571.0,1.0,1.0,1.0,1.0,1.0,3045.0,1.0,1.0,1.0,1.0,1.0,117.0,1.0,1.0,1.0,1.0,1.0,7998.0,1.0,1.0,952.9334714412688,34.90267133712769,1.4160163402557373,997.344048500061
0,2.0,3.0,64.0,1.0,1.0,1.0,2839.0,1.0,1.0,1.0,1.0,1.0,82.0,1.0,1.0,1.0,1.0,1.0,1344.0,1.0,1.0,1.0,1.0,1.0,571.0,1.0,1.0,1.0,1.0,1.0,3044.0,1.0,1.0,1.0,1.0,1.0,117.0,1.0,1.0,1.0,1.0,1.0,7997.0,1.0,1.0,1035.955385684967,42.14210510253906,1.98807692527771,1090.6627736091614
0,18.0,2.0,63.0,1.0,1.0,1.0,2839.0,1.0,1.0,1.0,1.0,1.0,81.0,1.0,1.0,1.0,1.0,1.0,1344.0,1.0,1.0,1.0,1.0,1.0,571.0,1.0,1.0,1.0,1.0,1.0,3045.0,1.0,1.0,1.0,1.0,1.0,118.0,1.0,1.0,1.0,1.0,1.0,7998.0,1.0,1.0,1227.6672854423525,43.64232540130615,2.3676044940948486,1287.5331501960754
0,9.0,5.0,66.0,1.0,1.0,1.0,2839.0,1.0,1.0,1.0,1.0,1.0,82.0,1.0,1.0,1.0,1.0,1.0,1344.0,1.0,1.0,1.0,1.0,1.0,571.0,1.0,1.0,1.0,1.0,1.0,3045.0,1.0,1.0,1.0,1.0,1.0,118.0,1.0,1.0,1.0,1.0,1.0,7999.0,1.0,1.0,1260.3798305988312,41.93315052986146,1.9324820041656492,1315.113123178482
0,5.0,2.0,65.0,1.0,1.0,1.0,2839.0,1.0,1.0,1.0,1.0,1.0,81.0,1.0,1.0,1.0,1.0,1.0,1344.0,1.0,1.0,1.0,1.0,1.0,572.0,1.0,1.0,1.0,1.0,1.0,3045.0,1.0,1.0,1.0,1.0,1.0,118.0,1.0,1.0,1.0,1.0,1.0,7999.0,1.0,1.0,968.5930366516112,37.157247066497796,1.9701411724090576,1014.8816959857941
0,11.0,2.0,63.0,1.0,1.0,1.0,2839.0,1.0,1.0,1.0,1.0,1.0,81.0,1.0,1.0,1.0,1.0,1.0,1344.0,1.0,1.0,1.0,1.0,1.0,571.0,1.0,1.0,1.0,1.0,1.0,3045.0,1.0,1.0,1.0,1.0,1.0,118.0,1.0,1.0,1.0,1.0,1.0,7998.0,1.0,1.0,2742.0074260234837,109.43888282775879,2.2252259254455566,2857.3647136688232
0,6.0,3.0,65.0,1.0,1.0,1.0,2839.0,1.0,1.0,1.0,1.0,1.0,81.0,1.0,1.0,1.0,1.0,1.0,1344.0,1.0,1.0,1.0,1.0,1.0,571.0,1.0,1.0,1.0,1.0,1.0,3045.0,1.0,1.0,1.0,1.0,1.0,118.0,1.0,1.0,1.0,1.0,1.0,7998.0,1.0,1.0,945.5122790336608,33.05098247528076,1.8469479084014893,992.0901157855988
0,19.0,4.0,61.0,1.0,1.0,1.0,2840.0,1.0,1.0,1.0,1.0,1.0,81.0,1.0,1.0,1.0,1.0,1.0,1344.0,1.0,1.0,1.0,1.0,1.0,572.0,1.0,1.0,1.0,1.0,1.0,3044.0,1.0,1.0,1.0,1.0,1.0,118.0,1.0,1.0,1.0,1.0,1.0,7999.0,1.0,1.0,1321.5390853881834,110.81129169464113,10.77429747581482,1468.1592843532562
0,2.0,4.0,65.0,1.0,1.0,1.0,2839.0,1.0,1.0,1.0,1.0,1.0,81.0,1.0,1.0,1.0,1.0,1.0,1344.0,1.0,1.0,1.0,1.0,1.0,571.0,1.0,1.0,1.0,1.0,1.0,3045.0,1.0,1.0,1.0,1.0,1.0,118.0,1.0,1.0,1.0,1.0,1.0,7998.0,1.0,1.0,1046.159494638443,41.97243738174439,1.4574382305145264,1096.3445429801939
0,1.0,5.0,70.0,1.0,1.0,1.0,2839.0,1.0,1.0,1.0,1.0,1.0,81.0,1.0,1.0,1.0,1.0,1.0,1344.0,1.0,1.0,1.0,1.0,1.0,571.0,1.0,1.0,1.0,1.0,1.0,3045.0,1.0,1.0,1.0,1.0,1.0,118.0,1.0,1.0,1.0,1.0,1.0,7998.0,1.0,1.0,1041.49897480011,38.839035272598274,2.854660987854004,1097.1606798171995
0,19.0,5.0,64.0,1.0,1.0,1.0,2839.0,1.0,1.0,1.0,1.0,1.0,82.0,1.0,1.0,1.0,1.0,1.0,1344.0,1.0,1.0,1.0,1.0,1.0,571.0,1.0,1.0,1.0,1.0,1.0,3045.0,1.0,1.0,1.0,1.0,1.0,118.0,1.0,1.0,1.0,1.0,1.0,7999.0,1.0,1.0,1249.076708316803,117.86076974868773,8.737751722335815,1404.487853527069
